,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10,0.0,0.0,0.0,0.0,-1804480.5333333334,0.0,0.0,0.0,0.0,0.0,4337693.589743591,0.0,0.0,0.0,0.0,0.0,-2082092.9230769235,0.0,0.0,0.0,0.0,0.0,-451120.13333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,112540675.98819917,0.0,0.0,11767856.747787343,0.0,0.0,35128456.01325003,0.0,0.0,72907591.58207786,0.0,0.0,-138522519.6947107,0.0,0.0,11740463.29654433,0.0,0.0,-9146612.306738503,0.0,0.0,4526579.2300538765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,-852446275.0443738,0.0,0.0,-138522519.6947107,0.0,0.0,10000000000.0,0.0,0.0,-138522519.6947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8076923076.923078,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852446275.0443738,0.0,0.0,-138522519.6947107,0.0,0.0,10000000000.0,0.0,0.0,-138522519.6947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,138522519.6947107,0.0,0.0,11740463.29654433,0.0,0.0,-138522519.6947107,0.0,0.0,33279355.604236644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2082092.9230769235,0.0,0.0,0.0,0.0,0.0,2082092.9230769235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138522519.6947107,0.0,0.0,11740463.29654433,0.0,0.0,-138522519.6947107,0.0,0.0,33279355.604236644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,-12195483.075651336,0.0,0.0,-9146612.306738503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464858696.7237542,0.0,0.0,16835231.399773024,0.0,0.0,-600216938.6037289,0.0,0.0,-112540675.98819917,0.0,0.0,-852446275.0443738,0.0,0.0,138522519.6947107,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16826923076.923077,0.0,0.0,0.0,0.0,0.0,-7000000000.0,0.0,0.0,0.0,0.0,0.0,-8076923076.923078,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12195483.075651336,0.0,0.0,-9146612.306738503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464858696.7237542,0.0,0.0,16835231.399773024,0.0,0.0,-600216938.6037289,0.0,0.0,-112540675.98819917,0.0,0.0,-852446275.0443738,0.0,0.0,138522519.6947107
21,0.0,0.0,0.0,0.0,0.0,0.0,9146612.306738503,0.0,0.0,4526579.2300538765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16835231.399773024,0.0,0.0,72907591.58207786,0.0,0.0,112540675.98819917,0.0,0.0,11767856.747787343,0.0,0.0,-138522519.6947107,0.0,0.0,11740463.29654433,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-451120.13333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337693.589743591,0.0,0.0,0.0,0.0,0.0,-1804480.5333333334,0.0,0.0,0.0,0.0,0.0,-2082092.9230769235,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9146612.306738503,0.0,0.0,4526579.2300538765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16835231.399773024,0.0,0.0,72907591.58207786,0.0,0.0,112540675.98819917,0.0,0.0,11767856.747787343,0.0,0.0,-138522519.6947107,0.0,0.0,11740463.29654433
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600216938.6037289,0.0,0.0,112540675.98819917,0.0,0.0,10000000000.0,0.0,0.0,112540675.98819917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7000000000.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600216938.6037289,0.0,0.0,112540675.98819917,0.0,0.0,10000000000.0,0.0,0.0,112540675.98819917,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112540675.98819917,0.0,0.0,11767856.747787343,0.0,0.0,112540675.98819917,0.0,0.0,30434896.747787345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1804480.5333333334,0.0,0.0,0.0,0.0,0.0,1804480.5333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112540675.98819917,0.0,0.0,11767856.747787343,0.0,0.0,112540675.98819917,0.0,0.0,30434896.747787345,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852446275.0443738,0.0,0.0,-138522519.6947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,0.0,-138522519.6947107,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8076923076.923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852446275.0443738,0.0,0.0,-138522519.6947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,0.0,0.0,-138522519.6947107
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138522519.6947107,0.0,0.0,11740463.29654433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138522519.6947107,0.0,0.0,33279355.604236644,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2082092.9230769235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082092.9230769235,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138522519.6947107,0.0,0.0,11740463.29654433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138522519.6947107,0.0,0.0,33279355.604236644
